model;price;transmission;mileage;fuelType;tax;mpg;engineSize;Make
 Fiesta;14000;Manual;9;Petrol;150;55,4;1;Ford
 Yaris;14769;Manual;25;Petrol;150;47,9;1,5;toyota
 A5;26970;Semi-Auto;7015;Petrol;145;39,8;2;audi
 1 Series;25450;Semi-Auto;6565;Diesel;150;51,4;2;BMW
 Z4;34990;Semi-Auto;101;Petrol;150;37,2;2;BMW
 Golf;20605;Manual;1910;Diesel;145;57,7;1,6;vw
 Yaris;17995;Automatic;1127;Petrol;145;47,9;1,5;toyota
 Tiguan;33990;Semi-Auto;3605;Petrol;145;35,3;2;vw
 Tiguan;26480;Semi-Auto;780;Petrol;145;37,7;1,5;vw
 Passat;21998;Semi-Auto;12;Diesel;145;49,6;1,6;vw
 A5;32990;Semi-Auto;1884;Diesel;145;50,4;2;audi
 T-Cross;24995;Automatic;2000;Petrol;145;45,6;1;vw
 A5;26990;Semi-Auto;3000;Petrol;145;39,8;2;audi
 TT;29970;Semi-Auto;1015;Petrol;145;37,7;2;audi
 Tiguan;29990;Semi-Auto;282;Petrol;145;31,4;2;vw
 3 Series;29990;Semi-Auto;12;Diesel;145;49,6;2;BMW
 A5;37331;Semi-Auto;7532;Petrol;145;39,2;2;audi
 Q2;25888;Semi-Auto;4000;Petrol;145;42,2;1,5;audi
 Tucson;28499;Semi-Auto;8000;Hybrid;150;50,4;1,6;Hyundai
 Fiesta;18999;Manual;1323;Petrol;145;40,3;1,5;Ford
 Golf;33980;Automatic;9918;Petrol;145;36,2;2;vw
 Q2;26880;Manual;3524;Petrol;145;43,5;1,5;audi
 Focus;30999;Automatic;10;Petrol;145;39,8;1,5;Ford
 2 Series;29950;Semi-Auto;10;Diesel;145;48,7;2;BMW
 EcoSport;16999;Manual;836;Petrol;145;51,4;1;Ford
 A5;36312;Semi-Auto;7423;Diesel;145;51,4;2;audi
 Polo;14991;Manual;3611;Petrol;145;47,9;1;vw
 Q3;32990;Manual;500;Petrol;145;40,9;1,5;audi
 Karoq;28999;Automatic;1400;Diesel;150;41,5;2;skoda
 5 Series;26990;Semi-Auto;14;Petrol;150;50,4;2;BMW
 1 Series;25890;Manual;1182;Diesel;145;53,3;2;BMW
 3 Series;34995;Semi-Auto;11;Diesel;145;49,6;2;BMW
 2 Series;29500;Semi-Auto;10;Petrol;145;39,8;3;BMW
 TT;36991;Semi-Auto;4433;Petrol;150;35,3;2;audi
 Fabia;13704;Manual;114;Petrol;145;50,4;1;skoda
 X3;47000;Semi-Auto;1385;Hybrid;135;5,5;2;BMW
 I10;11980;Manual;793;Petrol;145;56,5;1;Hyundai
 Touareg;56989;Automatic;3895;Diesel;150;33,6;3;vw
 4 Series;36902;Semi-Auto;101;Diesel;145;58,9;2;BMW
 Yaris;12995;Manual;976;Petrol;145;47,9;1,5;toyota
 A4;32000;Automatic;3000;Petrol;145;39,2;2;audi
 Q2;30995;Semi-Auto;2142;Diesel;145;44,8;2;audi
 Q2;25490;Manual;5000;Petrol;145;43,5;1,5;audi
 RS6;104948;Automatic;3000;Petrol;145;22,1;4;audi
 Up;10791;Manual;4242;Petrol;145;54,3;1;vw
 A4;32500;Semi-Auto;3999;Diesel;145;49,6;2;audi
 2 Series;28950;Manual;1688;Petrol;145;43,5;1,5;BMW
 T-Cross;23190;Automatic;1691;Petrol;150;45,6;1;vw
 Golf;27500;Semi-Auto;5;Hybrid;150;44,8;1,5;vw
 1 Series;27840;Semi-Auto;150;Diesel;145;51,4;2;BMW
 Fiesta;14995;Manual;1798;Petrol;145;56,5;1;Ford
 Octavia;19000;Semi-Auto;17;Petrol;150;46,3;1,5;skoda
 Tiguan;29995;Semi-Auto;3000;Petrol;150;30,4;2;vw
 1 Series;23990;Manual;3399;Diesel;150;53,3;2;BMW
 Golf;27989;Automatic;8256;Petrol;145;37,7;2;vw
 Up;11750;Manual;5000;Petrol;145;51,4;1;vw
 Q8;64995;Semi-Auto;2000;Diesel;145;32,8;3;audi
 EcoSport;16999;Manual;775;Petrol;145;51,4;1;Ford
 X6;55995;Semi-Auto;3291;Diesel;145;33,2;3;BMW
 R8;137995;Semi-Auto;70;Petrol;145;21,1;5,2;audi
 Karoq;22990;Automatic;3587;Petrol;150;41,5;1,5;skoda
 Q3;36790;Automatic;1330;Petrol;145;30,7;0;audi
 Polo;13990;Manual;3000;Petrol;145;48,7;1;vw
 Q3;32444;Automatic;1500;Petrol;145;31,4;0;audi
 2 Series;37989;Automatic;3890;Petrol;145;36,2;2;BMW
 Prius;25990;Automatic;3;Hybrid;135;64,2;1,8;toyota
 M4;45488;Automatic;10;Petrol;150;34;3;BMW
 Q2;26089;Semi-Auto;6000;Petrol;145;42,2;1,5;audi
 1 Series;24551;Semi-Auto;11512;Petrol;150;40,4;1,5;BMW
 Scala;17980;Manual;600;Petrol;150;49,6;1;skoda
 A1;26011;Semi-Auto;6000;Petrol;145;44,1;1,5;audi
 A5;38990;Semi-Auto;5000;Diesel;145;44,8;2;audi
 Tiguan;32995;Manual;5124;Diesel;145;42,8;2;vw
 T-Cross;18990;Manual;691;Petrol;145;47,9;1;vw
 Polo;13995;Manual;3168;Petrol;150;47,9;1;vw
 8 Series;69991;Semi-Auto;419;Petrol;145;33,2;3;BMW
 Golf;20396;Manual;1555;Diesel;145;57,7;1,6;vw
 Focus;19998;Manual;4000;Diesel;145;74,3;1,5;Ford
 4 Series;30000;Semi-Auto;10;Diesel;145;60,1;2;BMW
 T-Roc;21000;Manual;999;Diesel;145;50,4;1,6;vw
 Golf;27790;Automatic;2013;Diesel;145;52,3;2;vw
 Land Cruiser;47885;Automatic;4;Diesel;145;30,1;2,8;toyota
 Q3;34995;Semi-Auto;5000;Diesel;145;47,1;2;audi
 Golf;32998;Semi-Auto;5000;Hybrid;135;141,3;1,4;vw
 Passat;27999;Semi-Auto;489;Diesel;145;52,3;2;vw
 Kodiaq;34995;Automatic;6000;Diesel;150;39,2;2;skoda
 Q2;22669;Manual;6000;Petrol;145;45,6;1;audi
 X4;43000;Semi-Auto;857;Diesel;145;40,9;3;BMW
 Santa Fe;36999;Automatic;2885;Diesel;145;39,2;2,2;Hyundai
 T-Roc;23750;Semi-Auto;2999;Diesel;145;50,4;2;vw
 Santa Fe;34995;Automatic;2500;Diesel;145;39,2;2,2;Hyundai
 Q7;59500;Automatic;4000;Diesel;145;33,2;3;audi
 1 Series;26991;Semi-Auto;5;Petrol;145;40,4;1,5;BMW
 T-Roc;21450;Manual;3972;Petrol;145;42,2;1,5;vw
 Q2;27500;Semi-Auto;4500;Petrol;145;42,2;1,5;audi
 Polo;15950;Automatic;1000;Petrol;145;45,6;1;vw
 A4;31265;Semi-Auto;7963;Petrol;145;41,5;2;audi
 T-Cross;18990;Manual;5250;Petrol;145;48,7;1;vw
 Q3;32500;Semi-Auto;3999;Petrol;145;31,4;2;audi
 2 Series;29995;Semi-Auto;1000;Petrol;145;47,9;2;BMW
 Tucson;23500;Manual;4092;Diesel;145;48,7;1,6;Hyundai
 Focus;18511;Manual;771;Diesel;150;74,3;1,5;Ford
 Golf;27500;Semi-Auto;100;Hybrid;145;44,8;1,5;vw
 X2;30413;Semi-Auto;101;Petrol;145;39,2;2;BMW
 Q3;37888;Semi-Auto;2500;Petrol;145;30,7;2;audi
 Q2;23888;Manual;4000;Petrol;145;43,5;1,5;audi
 Q3;28990;Manual;1500;Petrol;145;40,9;1,5;audi
 Golf;24499;Manual;5000;Petrol;150;49,6;1,5;vw
 Kodiaq;31000;Automatic;7034;Diesel;150;39,2;2;skoda
 Q7;59990;Semi-Auto;6000;Diesel;145;33,2;3;audi
 Fiesta;14500;Manual;40;Petrol;145;56,5;1;Ford
 Up;10995;Manual;100;Petrol;145;54,3;1;vw
 5 Series;33990;Semi-Auto;3704;Hybrid;145;49,6;2;BMW
 2 Series;29000;Manual;5550;Petrol;145;43,5;1,5;BMW
 Golf;27898;Semi-Auto;10;Hybrid;145;44,8;1,5;vw
 Fiesta;15000;Manual;35;Petrol;145;56,5;1;Ford
 A5;29888;Automatic;1500;Diesel;145;51,4;2;audi
 Fiesta;16199;Manual;264;Petrol;145;58,9;1;Ford
 Kamiq;17495;Manual;1000;Petrol;145;49,6;1;skoda
 X5;53988;Automatic;5000;Diesel;145;37,7;3;BMW
 Q3;33462;Semi-Auto;7914;Diesel;145;48,7;2;audi
 M4;49623;Semi-Auto;2024;Petrol;145;34;3;BMW
 Tiguan;34999;Manual;5000;Diesel;145;47,9;2;vw
 4 Series;30990;Semi-Auto;110;Petrol;145;41,5;3;BMW
 Golf;24637;Semi-Auto;1607;Petrol;145;45,6;1,5;vw
 Karoq;19541;Manual;652;Petrol;145;43,5;1;skoda
 2 Series;21950;Semi-Auto;15;Petrol;150;50,4;2;BMW
 A4;26430;Automatic;4526;Petrol;145;42,8;2;audi
 3 Series;28450;Semi-Auto;101;Diesel;145;50,4;2;BMW
 Golf;19995;Manual;10018;Other;150;50,4;1,5;vw
 T-Cross;20490;Automatic;1598;Petrol;145;45,6;1;vw
 Touareg;41950;Semi-Auto;1589;Diesel;145;34,5;3;vw
 M4;45990;Semi-Auto;6;Petrol;145;34;3;BMW
 Z4;35000;Semi-Auto;5;Petrol;150;37,2;2;BMW
 4 Series;31003;Semi-Auto;2400;Diesel;145;50,4;3;BMW
 Tiguan;28942;Semi-Auto;4992;Diesel;145;37,2;1,5;vw
 Arteon;37500;Semi-Auto;2500;Diesel;145;37,7;2;vw
 Ioniq;24995;Automatic;2501;Hybrid;135;62,8;1,6;Hyundai
 Q5;36990;Semi-Auto;6000;Diesel;145;38,2;2;audi
 Caravelle;43495;Semi-Auto;2000;Diesel;150;33,6;2;vw
 Corolla;18990;Manual;3000;Petrol;145;39,2;1,2;toyota
 Santa Fe;36995;Semi-Auto;5000;Diesel;145;39,2;2,2;Hyundai
 1 Series;22000;Manual;2000;Petrol;145;44,1;1,5;BMW
 Tiguan;27790;Semi-Auto;10;Diesel;145;46,3;2;vw
 X5;44875;Semi-Auto;2000;Diesel;145;36,7;3;BMW
 A4;52000;Automatic;1000;Diesel;145;40,9;3;audi
 Fiesta;14500;Manual;5;Petrol;145;56,5;1;Ford
 Polo;14950;Manual;1968;Petrol;145;47,9;1;vw
 Focus;21990;Automatic;1955;Diesel;150;64,2;2;Ford
 M4;56995;Semi-Auto;1200;Petrol;145;32,5;3;BMW
 Golf;28990;Semi-Auto;6000;Petrol;145;37,7;2;vw
 Golf;21999;Manual;2000;Petrol;150;49,6;1,5;vw
 Q3;32444;Automatic;1500;Petrol;145;31,4;0;audi
 2 Series;27998;Manual;1580;Petrol;150;43,5;1,5;BMW
 Polo;15490;Manual;10;Petrol;150;48,7;1;vw
 T-Roc;25680;Manual;295;Petrol;145;42,2;1,5;vw
 Fabia;17415;Manual;2777;Petrol;150;49,6;1;skoda
 Q5;37495;Automatic;7511;Petrol;145;32,1;2;audi
 2 Series;36771;Semi-Auto;485;Petrol;145;36,2;2;BMW
 Touran;28950;Semi-Auto;2000;Diesel;150;45,6;2;vw
 Karoq;22990;Automatic;3587;Petrol;150;41,5;1,5;skoda
 Octavia;18995;Manual;500;Diesel;145;67,3;1,6;skoda
 Kamiq;23000;Semi-Auto;10;Petrol;150;43,5;1,5;skoda
 6 Series;37980;Semi-Auto;11;Diesel;145;53,3;3;BMW
 Passat;33889;Automatic;25;Petrol;145;33,2;2;vw
 A5;33990;Semi-Auto;6000;Diesel;145;48,7;2;audi
 X6;69995;Semi-Auto;999;Diesel;145;34,9;3;BMW
 1 Series;30440;Semi-Auto;1500;Petrol;145;34,5;2;BMW
 Tucson;25995;Semi-Auto;985;Petrol;145;35,8;1,6;Hyundai
 Passat;22480;Manual;2576;Petrol;145;45,6;1,5;vw
 Q3;34000;Automatic;1000;Petrol;145;31,4;2;audi
 Corolla;26980;Automatic;5000;Hybrid;135;72,4;2;toyota
 2 Series;28995;Semi-Auto;5;Diesel;145;67,3;2;BMW
 Polo;14999;Manual;2000;Petrol;145;47,9;1;vw
 Yaris;16691;Manual;1000;Petrol;145;47,9;1,5;toyota
 Fiesta;16999;Manual;12;Petrol;145;56,5;1;Ford
 2 Series;35440;Semi-Auto;600;Petrol;145;36,2;2;BMW
 Fiesta;14995;Manual;100;Petrol;145;56,5;1;Ford
 Q5;49495;Semi-Auto;4000;Hybrid;135;117,7;2;audi
 4 Series;32148;Semi-Auto;16;Diesel;145;60,1;2;BMW
 Fiesta;14500;Manual;18;Petrol;145;56,5;1;Ford
 Golf;41990;Semi-Auto;3000;Petrol;145;32,8;2;vw
 X1;31825;Semi-Auto;99;Diesel;145;47,9;2;BMW
 Q3;34490;Automatic;500;Diesel;145;48,7;2;audi
 Golf;28640;Automatic;100;Petrol;145;47,1;1,5;vw
 A1;21000;Manual;4500;Petrol;145;47,9;1;audi
 A5;30850;Semi-Auto;4500;Diesel;145;47,1;2;audi
 Passat;29990;Semi-Auto;1055;Diesel;145;52,3;2;vw
 Q5;51970;Semi-Auto;215;Diesel;145;34,5;3;audi
 Polo;16990;Manual;5000;Petrol;145;52,3;1;vw
 Q5;48000;Automatic;5000;Diesel;145;34,5;3;audi
 Passat;25990;Manual;1016;Diesel;145;57,7;2;vw
 Tiguan;32990;Manual;3500;Diesel;150;47,9;2;vw
 Arteon;29990;Semi-Auto;2555;Diesel;145;53,3;2;vw
 Passat;27999;Automatic;1000;Diesel;145;52,3;2;vw
 Karoq;30490;Automatic;6560;Diesel;145;41,5;2;skoda
 Tiguan;32790;Semi-Auto;2500;Petrol;145;31;2;vw
 A1;22990;Semi-Auto;5432;Petrol;145;44,8;1,5;audi
 T-Roc;21230;Manual;1897;Petrol;145;44,1;1;vw
 Tiguan;24998;Manual;10;Diesel;150;47,9;2;vw
 X1;25490;Semi-Auto;5656;Diesel;150;47,9;2;BMW
 Octavia;20995;Semi-Auto;1000;Diesel;145;70,6;1,6;skoda
 X1;29991;Semi-Auto;2000;Diesel;145;47,9;2;BMW
 M4;49980;Semi-Auto;1000;Petrol;145;34;3;BMW
 Golf;32990;Semi-Auto;6000;Petrol;145;32,8;2;vw
 A4;29995;Manual;4000;Petrol;145;38,2;2;audi
 Q3;30990;Semi-Auto;476;Petrol;150;40,4;1,5;audi
 Fiesta;14950;Manual;100;Petrol;145;56,5;1;Ford
 Tiguan;26950;Manual;5000;Diesel;145;47,9;2;vw
 Arteon;31450;Automatic;1786;Petrol;145;47,1;2;vw
 Ioniq;23895;Automatic;4152;Hybrid;135;1,1;1,6;Hyundai
 4 Series;27003;Semi-Auto;1816;Petrol;145;48,7;2;BMW
 Golf;21498;Semi-Auto;15;Diesel;150;53,3;2;vw
 X3;35995;Semi-Auto;4373;Diesel;145;54,3;2;BMW
 Polo;15985;Semi-Auto;362;Petrol;145;45,6;1;vw
 A3;20481;Manual;2661;Diesel;145;54,3;1,6;audi
 T-Roc;22490;Manual;3555;Diesel;145;50,4;2;vw
 T-Roc;38990;Semi-Auto;2000;Petrol;145;32,5;2;vw
 T-Cross;19500;Manual;2000;Petrol;145;47,9;1;vw
 A3;32500;Semi-Auto;3007;Petrol;145;34,5;2;audi
 Aygo;10795;Semi-Auto;4569;Petrol;150;56,5;1;toyota
 3 Series;34495;Semi-Auto;1501;Diesel;145;50,4;2;BMW
 Z4;34995;Semi-Auto;1501;Petrol;145;38,7;2;BMW
 Tourneo Connect;20950;Automatic;409;Diesel;145;44,1;1,5;Ford
 Corolla;22990;Automatic;2797;Hybrid;135;62,8;1,8;toyota
 T-Cross;21495;Automatic;500;Petrol;145;45,6;1;vw
 TT;43990;Semi-Auto;5000;Petrol;145;35,3;2;audi
 Golf;23990;Manual;10;Petrol;145;49,6;1,5;vw
 I10;12495;Manual;2100;Petrol;145;56,5;1;Hyundai
 Golf;31498;Semi-Auto;15;Petrol;150;32,8;2;vw
 Fiesta;14995;Manual;8;Petrol;145;56,5;1;Ford
 Up;9700;Manual;100;Petrol;145;54,3;1;vw
 X7;77995;Semi-Auto;7500;Diesel;150;31,4;3;BMW
 Ioniq;21695;Automatic;3000;Hybrid;135;62,8;1,6;Hyundai
 Golf;23990;Semi-Auto;5000;Petrol;145;45,6;1,5;vw
 Q5;40990;Semi-Auto;5000;Petrol;145;32,1;2;audi
 A4;44000;Automatic;7500;Diesel;145;39,2;3;audi
 Karoq;20000;Manual;3150;Diesel;150;62,8;1,6;skoda
 A1;22888;Semi-Auto;4000;Petrol;145;44,8;1,5;audi
 Up;10500;Manual;100;Petrol;145;54,3;1;vw
 3 Series;33990;Semi-Auto;5665;Petrol;145;40,4;2;BMW
 Golf;29250;Semi-Auto;2000;Diesel;145;49,6;2;vw
 Q2;24990;Manual;1500;Petrol;145;43,5;0;audi
 Golf;24999;Automatic;776;Diesel;145;60,1;2;vw
 T-Roc;27499;Semi-Auto;3000;Petrol;145;39,8;1,5;vw
 M4;49490;Semi-Auto;7;Petrol;145;32,5;3;BMW
 Polo;18990;Semi-Auto;100;Petrol;145;46,3;1;vw
 Touran;25990;Semi-Auto;15;Diesel;145;45,6;2;vw
 Tiguan;31490;Automatic;4444;Petrol;145;31,4;2;vw
 Fabia;13990;Manual;10;Petrol;145;50,4;1;skoda
 Passat;20998;Semi-Auto;20;Diesel;145;49,6;1,6;vw
 Caravelle;49995;Semi-Auto;1500;Diesel;145;34;2;vw
 X1;29476;Semi-Auto;100;Diesel;145;36,7;2;BMW
 Passat;20998;Semi-Auto;12;Diesel;145;49,6;1,6;vw
 T-Roc;29950;Manual;1000;Petrol;150;42,2;1,5;vw
 Passat;29780;Semi-Auto;826;Diesel;145;52,3;2;vw
 A4;35000;Semi-Auto;3000;Petrol;145;39,2;2;audi
 A5;30000;Semi-Auto;1000;Diesel;145;50,4;2;audi
 Focus;19995;Manual;130;Petrol;145;58,9;1;Ford
 Up;10500;Manual;1000;Petrol;145;54,3;1;vw
 GT86;31000;Manual;3000;Petrol;145;33,2;2;toyota
 Superb;25995;Semi-Auto;2500;Petrol;150;36,7;1,5;skoda
 A5;31690;Semi-Auto;3360;Diesel;145;50,4;2;audi
 T-Roc;32500;Semi-Auto;2500;Diesel;145;49,6;2;vw
 Passat;26995;Semi-Auto;1000;Diesel;150;49,6;2;vw
 4 Series;27495;Semi-Auto;10;Diesel;145;65,7;2;BMW
 Golf;20995;Manual;899;Petrol;145;47,1;1,5;vw
 A5;31500;Automatic;10;Diesel;145;47,1;2;audi
 Tucson;23480;Semi-Auto;3100;Petrol;145;36,2;1,6;Hyundai
 A4;32995;Semi-Auto;3000;Petrol;145;42,2;2;audi
 T-Cross;23980;Automatic;450;Petrol;145;45,6;1;vw
 Puma;21990;Manual;1255;Petrol;145;50,4;1;Ford
 Puma;19979;Manual;1440;Petrol;145;51,4;1;Ford
 A5;33000;Semi-Auto;6000;Petrol;145;39,8;2;audi
 M2;44995;Semi-Auto;101;Petrol;150;29,1;3;BMW
 T-Roc;24990;Manual;2000;Petrol;145;44,1;1,5;vw
 Caddy Maxi Life;19995;Semi-Auto;2000;Diesel;145;46,3;2;vw
 Tiguan;28490;Semi-Auto;611;Diesel;145;46,3;2;vw
 T-Roc;19995;Manual;4645;Diesel;150;50,4;1,6;vw
 X2;33890;Automatic;1980;Petrol;145;34;2;BMW
 3 Series;36995;Manual;103;Diesel;145;54,3;2;BMW
 2 Series;29995;Semi-Auto;1501;Petrol;145;47,9;2;BMW
 RS3;42490;Automatic;320;Petrol;145;29,7;2,5;audi
 Q8;62900;Semi-Auto;768;Diesel;145;32,8;3;audi
 Kuga;20450;Manual;1196;Diesel;150;38,2;2;Ford
 Passat;29290;Semi-Auto;10;Petrol;145;41,5;1,5;vw
 Z4;39991;Semi-Auto;202;Petrol;145;37,2;2;BMW
 Scala;15999;Manual;1589;Petrol;145;49,6;1;skoda
 Scala;17650;Semi-Auto;4112;Petrol;145;45,6;1,5;skoda
 Golf;19500;Manual;3960;Diesel;145;57,7;1,6;vw
 X4;44495;Automatic;5000;Diesel;145;40,9;3;BMW
 3 Series;28980;Semi-Auto;892;Petrol;145;42,2;2;BMW
 Kodiaq;29890;Automatic;2500;Diesel;145;39,2;2;skoda
 Superb;35990;Semi-Auto;5000;Hybrid;135;176,6;1,4;skoda
 X4;48993;Semi-Auto;500;Petrol;145;26,9;3;BMW
 Polo;15750;Manual;1000;Petrol;145;52,3;1;vw
 X6;55500;Semi-Auto;9612;Diesel;145;34,9;3;BMW
 3 Series;37995;Semi-Auto;1000;Diesel;145;47,9;3;BMW
 Z4;29490;Semi-Auto;13;Petrol;145;38,7;2;BMW
 Puma;21495;Manual;1543;Petrol;145;50,4;1;Ford
 4 Series;27669;Manual;151;Diesel;150;62,8;2;BMW
 Golf;21498;Semi-Auto;50;Diesel;150;53,3;2;vw
 3 Series;30940;Semi-Auto;1586;Diesel;150;50,4;2;BMW
 Fiesta;17000;Manual;627;Petrol;145;54,3;1;Ford
 3 Series;24990;Semi-Auto;22;Diesel;150;54,3;2;BMW
 Fiesta;19995;Manual;1732;Petrol;145;55,4;1;Ford
 A7;51995;Semi-Auto;500;Diesel;145;38,7;3;audi
 A5;30444;Automatic;3000;Petrol;145;40,4;2;audi
 Mustang;41000;Manual;100;Petrol;145;22,8;5;Ford
 3 Series;32990;Semi-Auto;1125;Diesel;145;50,4;2;BMW
 C-HR;26980;Automatic;2448;Hybrid;140;57,7;1,8;toyota
 Tiguan;32495;Semi-Auto;4500;Petrol;150;31;2;vw
 Q3;33444;Semi-Auto;4846;Petrol;145;31,4;2;audi
 3 Series;35495;Semi-Auto;1501;Diesel;145;47,1;3;BMW
 EcoSport;17999;Manual;755;Petrol;145;53,3;1;Ford
 Aygo;12500;Manual;616;Petrol;145;57,7;1;toyota
 Tiguan;21998;Manual;15;Petrol;150;40,9;1,5;vw
 Kamiq;20991;Manual;1000;Petrol;145;46,3;1,5;skoda
 Golf;33792;Automatic;156;Petrol;145;32,8;2;vw
 Golf;18950;Manual;2560;Petrol;145;47,1;1,5;vw
 Karoq;27186;Automatic;2412;Diesel;145;62,8;1,6;skoda
 T-Roc;32995;Semi-Auto;2000;Petrol;150;32,5;2;vw
 Kodiaq;27295;Automatic;3295;Petrol;150;31,7;2;skoda
 Caddy Maxi Life;20990;Semi-Auto;1000;Diesel;145;46,3;2;vw
 Mondeo;21000;Manual;7;Diesel;145;65,7;2;Ford
 5 Series;34795;Semi-Auto;102;Diesel;145;55,4;2;BMW
 Up;11690;Manual;2500;Petrol;145;51,4;1;vw
 Q7;78000;Automatic;1000;Diesel;145;30,1;4;audi
 3 Series;43990;Semi-Auto;2894;Petrol;150;33,6;3;BMW
 2 Series;24980;Manual;25;Petrol;145;52,3;1,5;BMW
 Amarok;30995;Automatic;4500;Diesel;260;36,2;3;vw
 Up;13317;Manual;5000;Petrol;145;50,4;1;vw
 I30;27995;Manual;1622;Petrol;150;34;2;Hyundai
 Q5;49865;Semi-Auto;3272;Diesel;145;34,5;3;audi
 Kona;23000;Automatic;1000;Hybrid;135;52,3;1,6;Hyundai
 Golf;19000;Manual;4444;Diesel;145;55,4;1,6;vw
 Passat;21998;Semi-Auto;30;Diesel;145;49,6;1,6;vw
 Polo;14990;Manual;50;Petrol;145;48,7;1;vw
 T-Cross;22750;Manual;3000;Diesel;145;52,3;1,6;vw
 Q3;28900;Automatic;3854;Diesel;145;48,7;2;audi
 1 Series;27495;Semi-Auto;6000;Diesel;145;48,7;2;BMW
 Q2;26995;Manual;2000;Petrol;145;43,5;1,5;audi
 T-Cross;25395;Automatic;298;Petrol;145;45,6;1;vw
 A1;20990;Semi-Auto;2000;Petrol;145;45,6;1;audi
 5 Series;33980;Semi-Auto;1175;Diesel;145;62,8;2;BMW
 TT;33888;Manual;905;Petrol;145;34,9;2;audi
 Kamiq;21750;Semi-Auto;2500;Petrol;145;43,5;1,5;skoda
 Up;11990;Manual;50;Petrol;145;51,4;1;vw
 Polo;18900;Manual;5;Petrol;145;47,9;1;vw
 Ioniq;25495;Automatic;2000;Hybrid;135;62,8;1,6;Hyundai
 I10;12990;Manual;2000;Petrol;145;53,3;1;Hyundai
 3 Series;33875;Semi-Auto;2000;Petrol;145;40,4;2;BMW
 I10;13500;Manual;1000;Petrol;150;53,3;1;Hyundai
 7 Series;52999;Semi-Auto;5000;Diesel;145;42,2;3;BMW
 X2;26850;Semi-Auto;105;Diesel;145;50,4;2;BMW
 X2;32540;Semi-Auto;99;Petrol;150;39,2;2;BMW
 A4;31680;Automatic;6524;Petrol;145;38,2;2;audi
 Golf;39950;Automatic;1000;Petrol;145;32,8;2;vw
 Touareg;47965;Semi-Auto;7000;Diesel;145;33,6;3;vw
 Corolla;24995;Automatic;2136;Hybrid;135;56,5;1,8;toyota
 Kona;14490;Manual;1458;Petrol;150;44,8;1;Hyundai
 Polo;14980;Manual;1000;Petrol;150;48,7;1;vw
 X7;69990;Semi-Auto;5087;Diesel;145;33,6;3;BMW
 Golf;21995;Manual;1000;Petrol;150;49,6;1,5;vw
 Polo;16290;Manual;100;Petrol;145;52,3;1;vw
 Q3;26700;Manual;1700;Petrol;150;40,9;1,5;audi
 Mondeo;20000;Manual;10;Diesel;145;65,7;2;Ford
 A4;29000;Semi-Auto;20;Diesel;145;54,3;2;audi
 X2;28279;Semi-Auto;101;Diesel;145;50,4;2;BMW
 2 Series;29999;Semi-Auto;5000;Diesel;145;48,7;2;BMW
 A4;26995;Manual;4000;Petrol;145;42,2;2;audi
 Kamiq;19885;Semi-Auto;1575;Petrol;145;43,5;1,5;skoda
 Tiguan;27500;Manual;2589;Diesel;145;47,9;2;vw
 Polo;13999;Manual;5000;Petrol;145;47,9;1;vw
 Aygo;9680;Manual;5000;Petrol;145;57,7;1;toyota
 Golf SV;23290;Semi-Auto;10;Petrol;145;42,8;1,5;vw
 2 Series;23789;Semi-Auto;1500;Petrol;150;50,4;1,5;BMW
 Golf;33990;Automatic;100;Petrol;150;32,8;2;vw
 3 Series;35999;Semi-Auto;5000;Diesel;145;47,9;3;BMW
 Q2;26990;Semi-Auto;5000;Petrol;145;42,2;1,5;audi
 S-MAX;32999;Automatic;49;Diesel;145;43,5;2;Ford
 TT;54995;Semi-Auto;2000;Petrol;145;30,1;2,5;audi
 X5;57990;Semi-Auto;1500;Diesel;145;37,7;3;BMW
 A3;28000;Automatic;8000;Petrol;145;41,5;1,5;audi
 5 Series;32495;Semi-Auto;931;Hybrid;145;49,6;2;BMW
 Karoq;26995;Manual;50;Diesel;145;42,8;2;skoda
 4 Series;30403;Semi-Auto;2882;Petrol;145;41,5;3;BMW
 Tiguan;33990;Manual;2489;Diesel;145;42,8;2;vw
 T-Roc;24990;Semi-Auto;3000;Petrol;145;39,8;1,5;vw
 Q7;84990;Semi-Auto;6000;Diesel;150;29,4;4;audi
 5 Series;32850;Semi-Auto;12;Hybrid;145;62,8;2;BMW
 Hilux;23495;Manual;100;Diesel;260;2,8;2,4;toyota
 3 Series;28990;Semi-Auto;14;Diesel;150;50,4;2;BMW
 X3;42990;Semi-Auto;6235;Diesel;150;36,7;3;BMW
 A3;32495;Semi-Auto;7500;Hybrid;135;141,3;1,4;audi
 Land Cruiser;50995;Automatic;3500;Diesel;145;30,1;2,8;toyota
 Q3;30990;Semi-Auto;1000;Petrol;150;40,4;1,5;audi
 4 Series;36000;Semi-Auto;11;Diesel;145;50,4;3;BMW
 Polo;14999;Manual;2000;Petrol;145;52,3;1;vw
 Golf;33841;Semi-Auto;3879;Petrol;150;32,8;2;vw
 Focus;25500;Automatic;4325;Petrol;145;39,8;1,5;Ford
 Puma;22998;Manual;1000;Petrol;150;49,6;1;Ford
 Scala;16995;Manual;1000;Petrol;150;49,6;1;skoda
 Polo;13999;Manual;5000;Petrol;145;52,3;1;vw
 Ka+;11999;Manual;2000;Petrol;145;43,5;0;Ford
 3 Series;24490;Manual;5;Diesel;145;56,5;2;BMW
